keyword,url,title,description,desc_lang,title_lang
oto-hui,www.oto-hui.com,Diễn đàn - OTO-HUI - Cộng đồng kỹ thuật ...,"Diễn đàn ô tô - Nơi chia sẻ, thảo luận các kiến thức về công nghệ, kỹ thuật và sửa chữa ô tô.",vi,vi
oto-hui,vi.wikipedia.org,Thảo luận Thành viên:Oto-hui – Wikipedia tiếng Việt,"Xin chào Oto-hui! Nuvola apps bookcase.png Wikipedia tiếng Việt đến nay đã có 1.252.718 bài, đó là kết quả đóng góp quý báu của ...",vi,vi
instagram,www.instagram.com,Instagram,"Tạo một tài khoản hoặc đăng nhập Instagram - Một cách đơn giản, thú vị và sáng tạo để ghi lại, chỉnh sửa và chia sẻ ảnh, video và tin nhắn với bạn bè và gia ...",vi,tl
instagram,vi.wikipedia.org,Instagram – Wikipedia tiếng Việt,"Instagram được thành lập bởi Kevin Systrom và Mike Krieger, ban đầu được đặt tên là burbn, một chương trình check-in giống foursquare, sử dụng nền tảng ...

Phát hành lần đầu:  
Ngôn ngữ có sẵn:  
Phát triển bởi:  
Thiết kế bởi: ",vi,vi
spotify,www.spotify.com,Spotify,Spotify is a digital music service that gives you access to millions of songs.,en,sk
spotify,vi.wikipedia.org,Spotify – Wikipedia tiếng Việt,"Spotify AB chịu trách nhiệm nghiên cứu và phát triển tại Stockholm, mỗi khu vực có trụ sở riêng. Kể từ tháng 2 năm 2018, Spotify được niêm yết trên thị trường ...

Ngành công nghiệp:  
Số người dùng:  
Thành lập:  
Chủ sở hữu: ",vi,vi
baotintuc,baotintuc.vn,baotintuc.vn,"Tin tức, báo tin tức - Cơ quan báo chí của Đảng nhà nước, tin tức cập nhật thời sự, pháp luật, kinh tế, đời sống, xã hội trong nước và quốc tế.",vi,lt
baotintuc,baotintuc.vn,"Đảng đối lập lớn nhất Nhật Bản công bố các vị trí chủ chốt trong ban chấp 
hành",,,vi
onesignal,onesignal.com,OneSignal,"The world's leader for Mobile Push Notifications, Web Push, and In-App Messaging. Trusted by 800k businesses to send 5 billion Push Notifications per day.",en,it
eva,eva.vn,Tin tức PHỤ NỮ - Bà bầu - Làm mẹ - Làng ...,"Tin tức phụ nữ, gia đình, Facebook ngôi sao, bà bầu, làm mẹ, làm đẹp, thời trang, giới tính, nấu ăn, tám chuyện. Phụ nữ, tin tức 24h chỉ có tại Eva.vn.",vi,vi
eva,vi.wikipedia.org,Eva – Wikipedia tiếng Việt,"Eva có con là Cain, Abel, Seth,... Truyền thống Kitô giáo sơ khởi gọi Đức Mẹ Maria là ""Eva mới"". Tranh của Michelangelo: Việc tạo ra Eva ...",vi,vi
psrdata,www.psr.org.uk,PSR to explore opening up access to data in the UK's new payments ...,Today the Payment Systems Regulator (PSR) has published its response to its Data in the Payments Industry discussion paper.Every time someone makes an ...,en,en
psrdata,www.psr.org.uk,RP19/1 - Data in the payments industry: Response to our discussion ...,"Why we are publishing this document. Every time someone makes an electronic payment, whether by card in a shop or online, they generate data. This data is an  ...",en,en
dmca,www.dmca.com,DMCA Protection & Takedown Services,"DMCA.com is the #1 provider of Digital Millennium Copyright Act (DMCA) Takedown Services & Website Content Protection tools.
  ·   ·   · ",en,en
dmca,en.wikipedia.org,Digital Millennium Copyright Act - Wikipedia,"The Digital Millennium Copyright Act (DMCA) is a 1998 United States copyright law that implements two 1996 treaties of the World Intellectual Property ...

U.S.C. sections amended:  
U.S.C. sections created:  
Effective:  
Enacted by: ",en,en
qtbb6,qtbb6.com,Operated by Clickadu,This domain is operated by.,en,en
samsung,www.samsung.com,Samsung Việt Nam | Thiết Bị Di Động | Tivi | Điện Gia Dụng,"Chào mừng bạn đến với Samsung Việt Nam. Cùng khám phá những sản phẩm công nghệ hàng đầu thế giới như Điện thoại di động, Tivi, đồ gia dụng & sản ...
  ·   ·   · ",vi,vi
samsung,vi.wikipedia.org,Samsung – Wikipedia tiếng Việt,"Samsung đã thay thế dòng điện thoại này bằng một phiên bản mới; Tuy nhiên, sau đó nó đã phát hiện ra rằng phiên bản mới của Galaxy Note 7 cũng có lỗi về pin ...

Tổng tài sản:  
Tổng vốn chủ sở hữu:  
Doanh thu:  
Người sáng lập: ",vi,vi
lichviet,lichviet.org,Lịch Việt - Lịch Vạn Niên 2020 - Lịch Việt,"Ứng dụng Lịch vạn niên thân thiện và phổ biến nhất trên iOS và Android. Hỗ trợ đồng bộ tài khoản Lịch Việt Online, xem ngày tối xấu, sự kiện ngày Âm - Dương,  ...",vi,vi
lichviet,lichvietpro.com,"Phần mềm lịch việt, lịch vạn niên DesktopCalendar",Lịch Việt CalendarDC (hay DesktopCalendar) là phần mềm lịch vạn niên đa năng không thể thiếu cho máy tính. Phần mềm tạo cuốn lịch vạn niên trong suốt rất ...,vi,vi
soundcloud,soundcloud.com,SoundCloud,"Explore the largest community of artists, bands, podcasters and creators of music & audio.",en,en
soundcloud,en.wikipedia.org,SoundCloud - Wikipedia,"SoundCloud is an online audio distribution platform and music sharing website based in Berlin, Germany, that enables its users to upload, promote, and share ...

Owner:  
Founder(s):  
Launched:  
Employees: ",en,en
icloud,www.icloud.com,iCloud,"Sign in to iCloud to access your photos, videos, documents, notes, contacts, and more. Use your Apple ID or create a new account to start using Apple services.",en,nl
icloud,vi.wikipedia.org,iCloud – Wikipedia tiếng Việt,"Khởi động năm 2011, iCloud dựa trên Amazon Web Services và Microsoft Azure (Sách trắng Apple iOS Security được xuất bản năm 2014, Apple đã thừa nhận ...

Ngôn ngữ có sẵn:  
Phát hành lần đầu:  
Phát triển bởi:  
Viết bằng: ",vi,vi
teamobi,teamobi.com,Trang Chủ - TeaMobi,Các trò chơi dành cho người chơi trên 12 tuổi. Chơi quá 180 phút mỗi ngày sẽ hại sức khỏe. HOME · GAMES · WAP · FORUM. TeaMobi World. Knight Online.,vi,vi
teamobi,pay.teamobi.com,Thẻ cào ĐT - Kênh Thanh Toán TeaMobi,"Nếu bạn cố ý nhập thẻ sai, bạn sẽ bị khóa tài khoản! Chọn Trò Chơi. Avatar cũ ( Diệu Kỳ), Avatar mới 3.0, Avatar Musik, Hải Tặc Tí Hon, Ninja School Online ...",vi,vi
teamobi,am.teamobi.com,Avatar Musik - TeaMobi,"Avatar Musik, thế giới âm nhạc, vũ đạo và kết nối bạn bè khắp mọi miền đất nước. Bạn là người năng động, yêu âm nhạc cùng các điệu nhảy sôi động. Bạn tìm ...",vi,et
axonify,axonify.com,Axonify,The same-old approaches to training just don't meet the needs of today's frontline employees. Axonify was built for frontline employees from the start. Find out ...,en,cy
xskt,xskt.com.vn,Kết quả xổ số kiến thiết 3 miền- XO SO- KQXS,"Trực tiếp kết quả xổ số Miền Bắc, Miền Nam, Miền Trung, XS điện toán Vietlott. Thống kê, soi cầu miễn phí. Kqxs; xo so kien thiet - XSKT, so xo; xoso.",vi,vi
xskt,www.xskthcm.com,THỂ LỆ THAM GIA DỰ THƯỞNG XỔ SỐ TRUYỀN THỐNG,Công ty XSKT ký thông báo kết quả mở thưởng xổ số để làm cơ sở đối chiếu và trả thưởng cho khách hàng; công bố kết quả mở thưởng qua hình thức niêm yết ...,vi,vi
xskt,xsktbaclieu.vn,XSKT BẠC LIÊU,Trang chủ; Giới thiệu. Giới thiệu chung · Lịch sử của công ty · Cơ cấu tổ chức · Cơ sở vật chất · Thành tích qua các năm. Hoạt động. Tin tổng hợp · Hoạt động ...,vi,vi
imgur,imgur.com,Imgur,"Discover the magic of the internet at Imgur, a community powered entertainment destination. Lift your spirits with funny jokes, trending memes, entertaining gifs, ...",en,tl
imgur,vi.wikipedia.org,Imgur – Wikipedia tiếng Việt,"Imgur, Inc. Tạo bởi, Alan Schaaf. Nhân vật chủ chốt, Alan Schaaf (CEO). Website  ...",vi,vi
imgur,en.wikipedia.org,Imgur - Wikipedia,"Imgur is an American online image sharing community and image host founded by Alan Schaaf in 2009. The service has been popular with hosting viral images ...

Owner:  
Created by:  
Key people:  
Launched: ",en,id
imgur,imgurinc.com,Imgur: The magic of the Internet,"Imgur is the easiest way to discover and enjoy the magic of the Internet. It's where you'll find the funniest, most informative and inspiring images, memes, GIFs, ...",en,en
rubiconproject,rubiconproject.com,Rubicon Project,"the Rubicon Project, the digital advertising infrastructure company, is on a mission to automate buying and selling for the global online advertising industry.",en,es
rubiconproject,en.wikipedia.org,Rubicon Project - Wikipedia,"Rubicon Project is an American online advertising technology firm based in Los Angeles, California. Contents. 1 History. 1.1 Early acquisitions; 1.2 Initial public ...
  ·   ·  

Headquarters:  
Industry:  
Key people:  
Founders: ",en,en
fireant,www.fireant.vn,FireAnt,"FireAnt Platform là một giải pháp hoàn hảo cho các nhà đầu tư chứng khoán Việt Nam. FireAnt Platform trang bị cho nhà đầu tư những công cụ mạnh mẽ nhất, ...",vi,de
hik-connect,www.hik-connect.com,Hik-Connect,"Your use of services provided by HIKVISION ,including Hik-Connect, HiLookVision and www.hik-connect.com will be subject to ""Terms of Service"" and ""Privacy ...
  ·   ·   · ",en,nl
apple,www.apple.com,Apple,"Discover the innovative world of Apple and shop everything iPhone, iPad, Apple Watch, Mac, and Apple TV, plus explore accessories, entertainment, and expert ...",en,en
apple,vi.wikipedia.org,Apple Inc. – Wikipedia tiếng Việt,"Trước khi trở thành đồng sáng lập công ty Apple Computer Inc., Steve Wozniak đã từng là một kỹ sư điện tử và năm 1975, ông bắt đầu tham dự vào Homebrew ...

Công ty con:  
Tổng vốn chủ sở hữu:  
Tổng tài sản:  
Người sáng lập: ",vi,vi
liftoff,www.liftoff-game.com,Liftoff | Drone simulations,"Discover our thrilling and authentic drone simulators. Home of Liftoff: FPV Drone Racing, Liftoff Night Fever DLC, Liftoff Academy, and more.
  ·   ·   · ",en,en
liftoff,liftoff.io,Liftoff: Mobile App Marketing & Retargeting Company | CPA ...,"Liftoff is the leading mobile app optimization marketing and retargeting platform for running true CPA optimized mobile app install campaigns to get new, quality ...",en,en
akamaized,learn.akamai.com,Translate an Akamaized URL,"Translate an Akamaized URL. This tool provides basic information about a specified URL, such as typecode, origin server, content provider (CP) code, serial  ...",en,en
akamaized,vi.wikipedia.org,Akamai Technologies – Wikipedia tiếng Việt,"akamai.net; akamaiedge.net; akamaized.net; akamaihd.net, một mạng lưới phân phối nội dung được sử dụng bởi các công ty như Ubisoft, Twitter và Facebook ...",vi,vi
akamaized,en.wikipedia.org,Akamai Technologies - Wikipedia,"Akamai Technologies, Inc. is a global content delivery network (CDN), cybersecurity, and cloud ... akamai.net; akamaiedge.net; akamaized.net; akamaihd.net; edgesuite.net; edgekey.net; srip.net; akamaitechnologies.com; akamaitechnologies.",en,lt
akamaized,am22.akamaized.net,Akamaized,,,lv
fb,vi.wikipedia.org,Facebook – Wikipedia tiếng Việt,Thành viên FB hiện nay có thể ngăn chặn những người trong danh sách bạn bè mà thành viên đó không muốn họ nhìn thấy thông tin cập nhật về một số loại hoạt  ...,vi,vi
fb,about.fb.com,About Facebook,"The Facebook company builds technologies that give people the power to connect with friends and family, find communities and grow businesses.",en,en
lon88,lon88.cc,Phim Sex,XNXX · Phim XXX · Sex 18+ · Hiếp dâm · Không che · Loạn luân · Ngoại tình · Phim sex VietSub · Lon88 - Phim sex lồn đẹp JAV HD hay.,vi,vi
open99,open99group.vn,TÂP ĐOÀN TAXI OPEN99,"Mai Linh Đông Đô| Mai Linh Dong Do| Tập Đoàn Taxi Open99,dịch vụ taxi, dịch vụ vận tải, taxi, xe cho thuê, xe cho thue, Taxi Open99 tuyển lái xe taxi tại Hà Nội  ...
  ·   ·   · ",vi,vi
open99,www.open99group.vn,Liên hệ với chúng tôi - Dịch vu Taxi Open99,"OPEN99 NGHÊ AN. Công ty TNHH Open99 Nghệ An.Tầng 3 Tòa nhà Mai Linh, đường Xô Viết Nghệ Tĩnh, xã Nghi Phú, Tp Vinh ...",vi,vi
open99,www.open99.vn,Open99.vn,Phù hợp. Open99 sử dụng GPS trên điện thoại của bạn để biết bạn đang ở đâu và kết nối bạn với lái xe gần nhất. Chúng tôi ...,vi,no
heytapmobile,id.heytap.com,Account - Sign in - HeyTap,Confirm sign-in on your phone. Return to sign-in with QR code. Enter your mobile number or email address. Select country or region Cancel. A. Angola +244 ...,en,en
google-analytics,analytics.google.com,Google Analytics,"Google Analytics lets you measure your advertising ROI as well as track your Flash, video, and social networking sites and applications.",en,en
google-analytics,vi.wikipedia.org,Google Analytics – Wikipedia tiếng Việt,Google Analytics (viết tắt là GA) là một dịch vụ miễn phí của Google cho phép tạo ra các bảng thống kê chi tiết về khách đã viếng thăm một trang web. Nó là sản ...,vi,vi
google-analytics,en.wikipedia.org,Google Analytics - Wikipedia,"Google Analytics is a web analytics service offered by Google that tracks and reports website traffic, currently as a platform inside the Google Marketing Platform brand. Google launched the service in November 2005 after acquiring Urchin.",en,en
google-analytics,marketingplatform.google.com,Unified Advertising and Analytics - Google Marketing Platform,"Introducing Google Marketing Platform, a unified marketing and analytics platform for smarter marketing measurement and better results.",en,en
google-analytics,tagmanager.google.com,Google Analytics,"Google Analytics cho phép bạn đánh giá ROI quảng cáo của bạn cũng như theo dõi Flash, video, trang web mạng xã hội và ứng dụng.",vi,en
toutiao,www.toutiao.com,今日头条- TouTiao.com,"《今日头条》(www.toutiao.com)是一款基于数据挖掘的推荐引擎产品，它为用户推荐有价值的、个性化的信息，提供连接人与信息的新型服务，是国内移动互联网 ...
  ·   ·   · ",zh-cn,pt
toutiao,en.wikipedia.org,Toutiao - Wikipedia,"Toutiao or Jinri Toutiao is a Chinese news and information content platform, a core product of the Beijing-based company ByteDance. By analyzing the features  ...
  ·   ·   ·  

Services:  
Owner:  
Founder(s):  
Founded: ",en,sw
opensharecount,opensharecount.com,OpenShareCount,Thank you. Thanks for signing up for domain arts.co.id with Twitter account @ xworldcs. (Other domains registered with @xworldcs will no longer work.,en,en
qdnd,www.qdnd.vn,Báo Quân đội nhân dân,"Báo quân đội nhân dân là tiếng nói của lực lượng Vũ trang Nhân dân VN. Thông tin Chính trị, Quốc phòng, An Ninh, Quân sự Thế giới, thông tin liệt sĩ…",vi,vi
qdnd,vi.wikipedia.org,Quân đội nhân dân Việt Nam – Wikipedia tiếng Việt,"Quân đội nhân dân Việt Nam. Bách khoa toàn thư mở Wikipedia. Bước tới điều hướng Bước tới tìm kiếm. ""Quân ...

Thành lập:  
Bộ trưởng Bộ Quốc phòng:  
Số quân tại ngũ:  
Số quân dự phòng: ",vi,vi
accountkit,www.accountkit.com,Account Kit,Seamless account creation. No more passwords. Account Kit helps you quickly register for apps using just your phone number or email address-no password ...,en,en
qop-news2,qop-news2.club,Video,,,es
tiktok,www.tiktok.com,Make Your Day - TikTok,TikTok là một nền tảng ứng dụng hàng đầu thế giới dành cho video ngắn. Sứ mệnh của chúng tôi là lưu trữ và lan toả sự sáng tạo cùng những khoảnh khắc ...,vi,id
