keyword,url,title,description,desc_lang,title_lang,web_title,web_title_lang
bkav,vi.wikipedia.org,Bkav – Wikipedia tiếng Việt,"Bkav là một phần mềm diệt virus được phát triển bởi công ty cổ phần Bkav. Mục lục. 1 Các phiên bản. 1.1 Bkav Home ...

Thiết kế bởi:  
Giấy phép:  
Ngôn ngữ có sẵn:  
Phát hành lần đầu: ",vi,vi,"Bkav Corporation - Antivirus software, Mobile security, e-Gov, Digital signature, Online tax declaration, Smart home, Cyber security, Electronic office, Electronic social insurance, Electronic invoice - Bkav Corporation",en
bkav,www.bkavprovn.com,Download Bkav Pro mới nhất Giá khuyến mãi siêu hấp dẫn,"Download Bkav Pro 2020 với công nghệ Trí tuệ nhận tạo chống tấn công theo kịch bản Kết hợp giữa công nghệ diệt virus thông minh như điện toán đám mây,  ...",vi,vi,"Phần mềm diệt virus phổ biến nhất Việt Nam. Sản phẩm đẳng cấp Quốc tế, phần mềm tốt nhất do Hiệp hội An toàn thông tin Việt Nam bình chọn. - Bkav Corporation",vi
bkav,www.bkavprovn.com,Download Bkav Pro mới nhất Giá khuyến mãi siêu hấp dẫn,"Download Bkav Pro 2020 với công nghệ Trí tuệ nhận tạo chống tấn công theo kịch bản Kết hợp giữa công nghệ diệt virus thông minh như điện toán đám mây,  ...",vi,vi,"Bkav Corporation - Antivirus software, Mobile security, e-Gov, Digital signature, Online tax declaration, Smart home, Cyber security, Electronic office, Electronic social insurance, Electronic invoice - Bkav Corporation",en
jwplayer,www.jwplayer.com,JW Player,"JW Player is the most powerful & flexible video platform powered by the fastest, most-used HTML5 online video player.",en,en,The Most Powerful & Flexible Video Platform | JW Player,en
jwplayer,en.wikipedia.org,JW Player - Wikipedia,"JW Player is a New York based company that has developed a video player software of the same name. The player, for embedding videos onto web pages, ...

Founder:  
Headquarters: ",en,sw,The Most Powerful & Flexible Video Platform | JW Player,en
vietcombank,www.vietcombank.com.vn,Vietcombank,"Ưu đãi, khuyến mại. Ưu đãi chung · Ưu đãi Thẻ · Tài khoản và tiết kiệm · Cho vay cá nhân · Ngân hàng điện tử · Chuyển và nhận tiền · Bảo hiểm · Đầu tư. Thẻ.",vi,lt,"
	  
    Ngân hàng TMCP Ngoại Thương Việt Nam

",vi
vietcombank,vi.wikipedia.org,Ngân hàng thương mại cổ phần Ngoại thương Việt Nam - Wiki,"Ngân hàng Ngoại thương Việt Nam (tên giao dịch Joint Stock Commercial Bank for Foreign Trade of Vietnam), còn được gọi là ""Vietcombank"", là công ty lớn ...

Trụ sở chính:  
Công ty mẹ:  
Số nhân viên:  
Loại hình: ",vi,vi,"
	  
    Ngân hàng TMCP Ngoại Thương Việt Nam

",vi
doisongphapluat,www.doisongphapluat.com,Đời sống & pháp luật,"Đọc báo pháp luật và đời sống 24h hàng ngày - Báo Đời Sống Pháp Luật online cập nhật tin tức pháp luật hình sự an ninh mới nhất, pháp luật Tphcm - Hà Nội.",vi,vi,"Đời sống pháp luật online - Đọc báo, báo pháp luật và đời sống",vi
samsungapps,www.samsung.com,Galaxy Store | Ứng dụng và Dịch vụ | Samsung VN,"Khám phá phong cách và đam mê của bạn trên Galaxy Store. Cho dù bạn chơi trò chơi, thay đổi phong cách cho thiết bị của mình hay tìm kiếm ứng dụng hữu ...",vi,vi,Samsung Galaxy Store Seller Portal,no
samsungapps,seller.samsungapps.com,Samsung Apps TV Seller Office,Sign In. Find ID or Password; |; Sign Up Now. Terms and Conditions; |; Privacy Policy; |; Privacy Policy(USA); |; Privacy Policy(EU). Copyright c 2011- 2019 ...,en,en,Samsung Galaxy Store Seller Portal,no
samsungapps,seller.samsungapps.com,Samsung Galaxy Store Seller Portal,"About Samsung Galaxy Store Seller Portal, Seller Sign-up, Submission and Sale of Apps, Guidelines, Android Apps, Submission of Galaxy Watch Apps.",en,no,Samsung Galaxy Store Seller Portal,no
samsungapps,vi.wikipedia.org,Samsung Galaxy Store – Wikipedia tiếng Việt,Samsung Apps lần đầu tiên ra mắt vào tháng 9 năm 2009 trên thiết bị Omnia và Omnia 2 (Windows Mobile OS). Samsung Apps lúc đầu đã có sẵn trên các thiết ...,vi,vi,Samsung Galaxy Store Seller Portal,no
samsungapps,en.wikipedia.org,Samsung Galaxy Store - Wikipedia,Samsung Galaxy Store (formerly known as Samsung Apps and Galaxy Apps) is an app store used for devices manufactured by Samsung Electronics that was ...,en,en,Samsung Galaxy Store Seller Portal,no
growingio,www.growingio.com,GrowingIO,GrowingIO (官网) 来自硅谷的新一代数据分析产品，无需埋点即可采集全量数据， 实时多维用户行为分析更精准.真正帮您实现，增长黑客式快速用户增长，精细化 ...,zh-cn,pl,GrowingIO 官网－硅谷新一代无埋点用户行为数据分析产品,zh-cn
nearme,nearme.jp,nearMe. - 相乗りで、移動をもっと快適に,"NearMeは、人のリアルタイムのニーズとコト・モノ・移動をテクノロジーでマッチングする瞬間マッチングカンパニーです。最初に展開している相乗り ...
  ·   ·   · ",ja,ja,nearMe. - 相乗りで、移動をもっと快適に,ja
nearme,www.nearme.com.mm,NearMe | NearMe: Your Digital Convenience Store,Our Services. NearMe ဖြင့် ဖုန်းငွေဖြည့်ကတ်များ ဝယ်ယူခြင်း၊ Gift Cardများ ဝယ်ယူခြင်း ၊,,en,nearMe. - 相乗りで、移動をもっと快適に,ja
nearme,docs.trynearme.app,Nearme 5 :: Documentation for Nearme 5,"Nearme is a starter designed for Ionic, a framework that allows us to develop apps for multiple platforms with a single base code. Nearme includes a web panel to ...",en,en,nearMe. - 相乗りで、移動をもっと快適に,ja
nearme,www.nearmeoffers.com,"Near me Offers, Find Latest Buy | Sell Offers – NearmeOffers.com",Nearme is the easiest way to buy and sell anything near you. Just click a single photo of the item you want to sell and instantly circulate it to the people nearby ...,en,en,nearMe. - 相乗りで、移動をもっと快適に,ja
nearme,www.nearme.scot,Video Consulting with Near Me,Near Me is a video consulting service that enables people to have health and social care appointments from home or wherever is convenient. All you need is a  ...,en,en,nearMe. - 相乗りで、移動をもっと快適に,ja
atomex,atomex.me,Atomex Cryptocurrency Wallet & Atomic Swap Exchange | DEX,"Atomic Swap Exchange | DEX & Cryptocurrency wallet for Bitcoin, Ethereum, Litecoin, Tezos, USDT and other ERC20 tokens. Non-Custodial. Buy crypto on ...",en,en,Atomex Cryptocurrency Wallet & Atomic Swap Exchange | DEX,en
atomex,www.theatomex.com,Book Now | The Atomex - India's No. 1 Electric Bike Company,"The Atomex is India's no.1 electric bike company. Discover the non-polluted electric bike with amazing features.Checkout Atomex A.1.0,Atomex A.2.0..",en,en,Atomex Cryptocurrency Wallet & Atomic Swap Exchange | DEX,en
baidu,www.baidu.com,百度,全球最大的中文搜索引擎、致力于让网民更便捷地获取信息，找到所求。百度超过千亿的中文网页数据库，可以瞬间找到相关的搜索结果。,zh-cn,zh-cn,百度一下，你就知道,zh-cn
baidu,vi.wikipedia.org,Baidu – Wikipedia tiếng Việt,"Công ty hữu hạn kỹ thuật mạng trực tuyến Bách Độ (Bắc Kinh) (Trung văn giản thể: 百度在线网络技术（北京）有限公司, Trung văn phồn thể: 百度在線網絡 ...

Người sáng lập:  
Tổng vốn chủ sở hữu:  
Số nhân viên:  
Nhân viên chủ chốt: ",vi,vi,百度一下，你就知道,zh-cn
baidu,en.wikipedia.org,Baidu - Wikipedia,"Baidu, Inc is a Chinese multinational technology company specializing in Internet -related services and products and artificial intelligence (AI), headquartered in ...

Services:  
Key people:  
Operating income:  
Net income: ",en,sw,百度一下，你就知道,zh-cn
carback,carback.vn,Carback - Ứng dụng đặt xe tiện chuyến giá rẻ,"Đặt xe taxi, xe con tiện chuyến với giá rẻ chi bằng giá xe khách thông thường. Tận dụng những cuốc xe rỗng của tài xế để kết nối với nhu cầu của bạn.
  ·   ·   · ",vi,vi,Carback - Ứng dụng đặt xe tiện chuyến giá rẻ,vi
carback,carback.vn,Giới thiệu ứng dụng đặt xe tiện chuyến Carback,Carback là một ứng dụng đặt xe tiện chuyến giúp kết nối những tài xế có cuốc xe rỗng và khách hàng có nhu cầu di chuyển trên một cung đường được đặt ...,vi,vi,Carback - Ứng dụng đặt xe tiện chuyến giá rẻ,vi
carback,carback.vn,Ứng dụng Carback Driver dành cho các đối tác tài xế,"CÔNG TY CỔ PHẦN CÔNG NGHỆ CARBACK VIỆT NAM. Địa chỉ: G3-1206 Vinhomes Greenbay, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội.",vi,vi,Carback - Ứng dụng đặt xe tiện chuyến giá rẻ,vi
carback,carback.vn,Ứng dụng - Carback,"CÔNG TY CỔ PHẦN CÔNG NGHỆ CARBACK VIỆT NAM. Địa chỉ: G3-1206 Vinhomes Greenbay, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội. Email: ...",vi,vi,Carback - Ứng dụng đặt xe tiện chuyến giá rẻ,vi
ampproject,amp.dev,AMP - a web component framework to easily create user-first web ...,Build for a sustainable future in the open web for everyone The AMP Project is an open source initiative to protect the future of the web helping everyone deliver ...,en,en,The AMP Validator,en
ampproject,validator.ampproject.org,The AMP Validator,AMP HTML Project Web Validator. Tests Accelerated Mobile Pages for valid markup.,en,en,The AMP Validator,en
ampproject,en.wikipedia.org,Accelerated Mobile Pages - Wikipedia,"AMP is an open source HTML framework developed by the AMP Open Source Project. It was originally created by Google as a competitor to Facebook Instant ...
  ·   ·   · ",en,en,The AMP Validator,en
reson8,reson8.asia,Reson8 Asia - Strategic Social Creativity,"Brewed since Feb 2009, with offices in Singapore and Bangkok: We have distilled our learnings and evolved into Reson8, with the aspiration to become Asia's ...",en,en,Reson8 Asia - Strategic Social Creativity,en
reson8,reson8.asia,Reson8 Asia - Strategic Social Creativity,"Brewed since Feb 2009, with offices in Singapore and Bangkok: We have distilled our learnings and evolved into Reson8, with the aspiration to become Asia's ...",en,en,2 Way & Bulk SMS Platform for Enterprises & Marketing | Reson8,en
reson8,www.reson8.ae,Reson8: 2 Way & Bulk SMS Platform for Enterprises & Marketing,"Reson8 is a cost effective web based SMS Messaging Solution for SMS Marketing, Notifications, One Time PIN, 2 way SMS, API and A2P for customer ...",en,en,Reson8 Asia - Strategic Social Creativity,en
reson8,www.reson8.ae,Reson8: 2 Way & Bulk SMS Platform for Enterprises & Marketing,"Reson8 is a cost effective web based SMS Messaging Solution for SMS Marketing, Notifications, One Time PIN, 2 way SMS, API and A2P for customer ...",en,en,2 Way & Bulk SMS Platform for Enterprises & Marketing | Reson8,en
reson8,reson8marketing.com,RESON8 Marketing: Content Marketing & Copywriting that Drive ...,Turn more customers into raving fans. The right content marketing and copywriting can help you drive revenue and stand out from the competition.,en,en,Reson8 Asia - Strategic Social Creativity,en
reson8,reson8marketing.com,RESON8 Marketing: Content Marketing & Copywriting that Drive ...,Turn more customers into raving fans. The right content marketing and copywriting can help you drive revenue and stand out from the competition.,en,en,2 Way & Bulk SMS Platform for Enterprises & Marketing | Reson8,en
cafef,cafef.vn,CafeF,"CafeF - Kênh tin tức kinh tế, tài chính, thông tin chứng khoán của Việt Nam mới nhất được cập nhật liên tục, chính xác và đầy đủ,chuyên sâu.",vi,cy,Kênh thông tin kinh tế - tài chính Việt Nam,vi
xxnx,xxnx.fun,Vietnam - XXNX - XXNX.fun,"Take a look the biggest collection of vietnam porno videos, available exclusively at XXNX.fun for free. We also offer everyday updates and 720p quality ...",en,lv,"XXNX: Free Porn, Sex Movies, XXX ",en
ipstatp,s1.ipstatp.com,Playable,,,tl,Playable,tl
pubmatic,pubmatic.com,PubMatic,PubMatic is a digital advertising technology company who empowers premium app developers and publishers to maximize their programmatic advertising ...,en,en,Programmatic Digital Advertising Technology & Solutions | PubMatic,en
pubmatic,en.wikipedia.org,Pubmatic - Wikipedia,"PubMatic is a company that develops and implements online advertising software and strategies for the digital publishing and advertising industry. PubMatic's ...

Headquarters:  
Founder: ",en,sw,Programmatic Digital Advertising Technology & Solutions | PubMatic,en
tencent,vi.wikipedia.org,Tencent – Wikipedia tiếng Việt,"Tencent Holdings Limited (tiếng Trung: ""腾讯控股有限公司"", Hán-Việt: Đằng Tấn khống cổ hữu hạn công ty); là một công ty cổ phần đầu tư Trung Quốc với các ...
  ·   ·  

Công ty con:  
Tổng vốn chủ sở hữu:  
Người sáng lập:  
Lợi nhuận kinh doanh: ",vi,vi,Tencent 腾讯,fr
tencent,en.wikipedia.org,Tencent - Wikipedia,"Tencent Holdings Ltd, also known as Tencent, is a Chinese multinational technology conglomerate holding company. Founded in 1998, its subsidiaries globally ...

Net income:  
Total assets:  
Industry:  
Operating income: ",en,en,Tencent 腾讯,fr
tencent,www.tencent.com,Tencent 腾讯,腾讯于1998年11月成立，是一家以互联网为基础的平台公司，通过技术丰富互联网用户的生活，助力企业数字化升级。我们的使命是“用户为本科技向善”。Founded ...,zh-cn,fr,Tencent 腾讯,fr
bluekai,partner.bluekai.com,Login - Oracle Data Cloud,"Oracle Data Cloud supports the latest versions of every major browser, including Internet Explorer, Firefox, Chrome and Safari. If you are seeing this message, ...",en,it,Login - Oracle Data Cloud,it
bluekai,en.wikipedia.org,BlueKai - Wikipedia,"BlueKai is a cloud-based big data platform that enables companies to personalize online, offline, and mobile marketing campaigns. BlueKai was created in 2008 ...",en,sw,Login - Oracle Data Cloud,it
vnpay,vnpay.vn,VNPAY,Là công ty hàng đầu về giải pháp thanh toán với hơn 10 năm kinh nghiệm trong lĩnh vực thanh toán điện tử với ngành kinh doanh cốt lõi là Tài Chính Ngân ...,vi,de,VNPAY - Công ty cổ phần giải pháp thanh toán Việt Nam,vi
vnpay,www.vnpayment.vn,Cổng thanh toán VNPAY,Accept payment FAST & EASY Your e-commerce business starts here. Tìm hiểu thêm. cong thanh toan truc tuyen. Giới thiệu · Liên hệ · Điều khoản sử dụng.,vi,vi,VNPAY - Công ty cổ phần giải pháp thanh toán Việt Nam,vi
moh,moh.gov.vn,Bộ Y tế,"Ghi rõ nguồn Cổng thông tin điện tử Bộ Y tế hoặc http://moh.gov.vn khi phát hành lại thông tin. ĐT: 0246.273.2.273 |Fax:0243.8464.051. Xin chào, mời bạn nhập ...",vi,vi,"
	Ministry of Health
",en
moh,moh.gov.vn,Bộ Y tế,"Ghi rõ nguồn Cổng thông tin điện tử Bộ Y tế hoặc http://moh.gov.vn khi phát hành lại thông tin. ĐT: 0246.273.2.273 |Fax:0243.8464.051. Xin chào, mời bạn nhập ...",vi,vi,Portal Rasmi Kementerian Kesihatan Malaysia ,id
moh,moh.gov.vn,Bộ Y tế,"Ghi rõ nguồn Cổng thông tin điện tử Bộ Y tế hoặc http://moh.gov.vn khi phát hành lại thông tin. ĐT: 0246.273.2.273 |Fax:0243.8464.051. Xin chào, mời bạn nhập ...",vi,vi,Trang chủ - Cổng thông tin Bộ Y tế,vi
